FURNISHED,GOURMET_SPACE,KITCHEN,DRESS_ROOM,BALCONY,SPORTS_COURT,FOOD_COURT,RECREATION_AREA,REST_AREAS,POOL,SAFETY,VIEW,ACCESSIBILITY,WORK_AREAS,GARAGE,SUSTAINABILITY,OUTDOOR_AREAS,PET_FRIENDLY,MID_END_APARTMENT_AMENITIES,HIGH_END_APARTMENT_AMENITIES,HIGH_END_CONDO_AMENITIES,ZONE_CODE,NEIGHBORHOOD_CODE,PRICE,USABLEAREAS,TOTALAREAS,PARKINGSPACES,SUITES,BEDROOMS,ELEVATOR,SERVICE_AREA,LAUNDRY,LUNCH_ROOM,ESSENTIAL_PUBLIC_SERVICES,NEAR_HOSPITAL,NEAR_SHOPPING_CENTER,COVERAGE,YEARLY_EXPENSES,ZONE,NEIGHBORHOOD,STREET,PRICE_BIN,STREET_RELEVANCE
1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,3,92,175000,47,47,1,0,2,0,1,0,0,0,0,0,0,2342,Zona Oeste,Realengo,Rua Hélio do Amaral,Bin_1,0.02894434996260191
0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,3,56,399000,57,57,1,1,2,0,0,0,0,0,0,0,0,1443,Zona Oeste,Jacarepaguá,Rua Alcides Lima,Bin_1,0.07165511917158929
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,19,159000,45,45,1,0,2,0,0,0,0,0,0,0,0,3300,Zona Oeste,Campo Grande,Avenida Mergulhão,Bin_1,0.02533365786801606
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,24,260000,43,0,0,1,1,1,0,0,0,0,0,0,0,7140,Zona Central,Centro,Rua Riachuelo,Bin_1,0.05413749811490047
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,18,235000,87,87,1,1,2,1,1,0,0,0,0,0,0,4021,Zona Norte,Campinho,Rua Ana Teles,Bin_1,0.057728347756323205
1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,2,113,680000,179,0,1,2,3,0,1,0,0,0,0,0,0,1734,Zona Norte,Todos os Santos,Rua José Bonifácio,Bin_1,0.16919414416861317
1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,37,215000,46,46,1,0,2,0,0,0,0,0,0,0,0,6468,Zona Norte,Engenho de Dentro,Rua Borja Reis,Bin_1,0.03568040076796983
0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,3,93,530000,73,73,1,1,2,1,1,0,0,0,1,0,0,18000,Zona Oeste,Recreio dos Bandeirantes,Avenida das Américas,Bin_1,0.22816842275860463
0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,3,41,405000,70,70,1,1,2,1,1,0,0,0,0,0,0,10683,Zona Oeste,Freguesia (Jacarepaguá),Estrada do Guanumbi,Bin_1,0.08278106762956565
0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,3,9,1650000,107,0,2,2,2,1,0,1,0,0,0,0,0,47000,Zona Oeste,Barra da Tijuca,Avenida Lúcio Costa,Bin_1,0.3942639810505084
0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,3,19,165000,48,0,1,0,2,0,0,0,0,0,0,0,0,5469,Zona Oeste,Campo Grande,Avenida Cesário de Melo,Bin_1,0.028900634995867917
1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,3,92,175000,47,47,1,0,2,0,1,0,0,0,0,0,0,2342,Zona Oeste,Realengo,Rua Hélio do Amaral,Bin_1,0.02894434996260191
0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,3,56,399000,57,57,1,1,2,0,0,0,0,0,0,0,0,1443,Zona Oeste,Jacarepaguá,Rua Alcides Lima,Bin_1,0.07165511917158929
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,19,159000,45,45,1,0,2,0,0,0,0,0,0,0,0,3300,Zona Oeste,Campo Grande,Avenida Mergulhão,Bin_1,0.02533365786801606
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,24,260000,43,0,0,1,1,1,0,0,0,0,0,0,0,7140,Zona Central,Centro,Rua Riachuelo,Bin_1,0.05413749811490047
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,18,235000,87,87,1,1,2,1,1,0,0,0,0,0,0,4021,Zona Norte,Campinho,Rua Ana Teles,Bin_1,0.057728347756323205
1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,2,113,680000,179,0,1,2,3,0,1,0,0,0,0,0,0,1734,Zona Norte,Todos os Santos,Rua José Bonifácio,Bin_1,0.16919414416861317
1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,37,215000,46,46,1,0,2,0,0,0,0,0,0,0,0,6468,Zona Norte,Engenho de Dentro,Rua Borja Reis,Bin_1,0.03568040076796983
0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,3,93,530000,73,73,1,1,2,1,1,0,0,0,1,0,0,18000,Zona Oeste,Recreio dos Bandeirantes,Avenida das Américas,Bin_1,0.22816842275860463
0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,3,41,405000,70,70,1,1,2,1,1,0,0,0,0,0,0,10683,Zona Oeste,Freguesia (Jacarepaguá),Estrada do Guanumbi,Bin_1,0.08278106762956565
0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,3,9,1650000,107,0,2,2,2,1,0,1,0,0,0,0,0,47000,Zona Oeste,Barra da Tijuca,Avenida Lúcio Costa,Bin_1,0.3942639810505084
0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,3,19,165000,48,0,1,0,2,0,0,0,0,0,0,0,0,5469,Zona Oeste,Campo Grande,Avenida Cesário de Melo,Bin_1,0.028900634995867917
1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,3,92,175000,47,47,1,0,2,0,1,0,0,0,0,0,0,2342,Zona Oeste,Realengo,Rua Hélio do Amaral,Bin_1,0.02894434996260191
0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,3,56,399000,57,57,1,1,2,0,0,0,0,0,0,0,0,1443,Zona Oeste,Jacarepaguá,Rua Alcides Lima,Bin_1,0.07165511917158929
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,19,159000,45,45,1,0,2,0,0,0,0,0,0,0,0,3300,Zona Oeste,Campo Grande,Avenida Mergulhão,Bin_1,0.02533365786801606
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,24,260000,43,0,0,1,1,1,0,0,0,0,0,0,0,7140,Zona Central,Centro,Rua Riachuelo,Bin_1,0.05413749811490047
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,18,235000,87,87,1,1,2,1,1,0,0,0,0,0,0,4021,Zona Norte,Campinho,Rua Ana Teles,Bin_1,0.057728347756323205
1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,2,113,680000,179,0,1,2,3,0,1,0,0,0,0,0,0,1734,Zona Norte,Todos os Santos,Rua José Bonifácio,Bin_1,0.16919414416861317
1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,37,215000,46,46,1,0,2,0,0,0,0,0,0,0,0,6468,Zona Norte,Engenho de Dentro,Rua Borja Reis,Bin_1,0.03568040076796983
0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,3,93,530000,73,73,1,1,2,1,1,0,0,0,1,0,0,18000,Zona Oeste,Recreio dos Bandeirantes,Avenida das Américas,Bin_1,0.22816842275860463
0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,3,41,405000,70,70,1,1,2,1,1,0,0,0,0,0,0,10683,Zona Oeste,Freguesia (Jacarepaguá),Estrada do Guanumbi,Bin_1,0.08278106762956565
0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,3,9,1650000,107,0,2,2,2,1,0,1,0,0,0,0,0,47000,Zona Oeste,Barra da Tijuca,Avenida Lúcio Costa,Bin_1,0.3942639810505084
0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,3,19,165000,48,0,1,0,2,0,0,0,0,0,0,0,0,5469,Zona Oeste,Campo Grande,Avenida Cesário de Melo,Bin_1,0.028900634995867917
1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,3,92,175000,47,47,1,0,2,0,1,0,0,0,0,0,0,2342,Zona Oeste,Realengo,Rua Hélio do Amaral,Bin_1,0.02894434996260191
0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,3,56,399000,57,57,1,1,2,0,0,0,0,0,0,0,0,1443,Zona Oeste,Jacarepaguá,Rua Alcides Lima,Bin_1,0.07165511917158929
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,19,159000,45,45,1,0,2,0,0,0,0,0,0,0,0,3300,Zona Oeste,Campo Grande,Avenida Mergulhão,Bin_1,0.02533365786801606
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,24,260000,43,0,0,1,1,1,0,0,0,0,0,0,0,7140,Zona Central,Centro,Rua Riachuelo,Bin_1,0.05413749811490047
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,18,235000,87,87,1,1,2,1,1,0,0,0,0,0,0,4021,Zona Norte,Campinho,Rua Ana Teles,Bin_1,0.057728347756323205
1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,2,113,680000,179,0,1,2,3,0,1,0,0,0,0,0,0,1734,Zona Norte,Todos os Santos,Rua José Bonifácio,Bin_1,0.16919414416861317
1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,37,215000,46,46,1,0,2,0,0,0,0,0,0,0,0,6468,Zona Norte,Engenho de Dentro,Rua Borja Reis,Bin_1,0.03568040076796983
0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,3,93,530000,73,73,1,1,2,1,1,0,0,0,1,0,0,18000,Zona Oeste,Recreio dos Bandeirantes,Avenida das Américas,Bin_1,0.22816842275860463
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,39,700000,77,77,0,0,2,0,0,0,0,0,0,0,0,11446,Zona Sul,Flamengo,Rua São Salvador,Bin_1,0.14432158474179507
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,120,215000,86,86,1,0,2,0,0,0,0,0,0,0,0,4932,Zona Norte,Vaz Lobo,Rua Vaz Lobo,Bin_1,0.05391854736604587
0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,34,235000,46,46,1,0,2,1,0,0,0,0,0,0,0,5821,Zona Norte,Encantado,Rua Joaquim Martins,Bin_1,0.03849757852555397
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,4,43,680000,80,80,1,0,2,1,0,0,0,0,0,0,0,10384,Zona Sul,Glória,Rua Cândido Mendes,Bin_1,0.14743480636793688
1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,2,123,254000,61,61,1,1,2,1,1,0,0,0,0,0,0,10235,Zona Norte,Vila Isabel,Rua Senador Nabuco,Bin_1,0.05220564388206052
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,19,159000,45,45,1,0,2,0,0,0,0,0,0,0,0,3300,Zona Oeste,Campo Grande,Avenida Mergulhão,Bin_1,0.02533365786801606
1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,3,110,320000,58,10,1,1,2,1,0,0,0,0,0,0,0,8790,Zona Oeste,Taquara,Rua Mapendi,Bin_1,0.07111207508126136
0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,3,93,476895,67,67,1,1,3,1,0,1,0,0,0,0,0,0,Zona Oeste,Recreio dos Bandeirantes,Rua Luiz Carlos Sarolli,Bin_1,0.10359615960472929
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,36,130000,45,45,1,0,2,0,0,0,0,0,0,0,0,4441,Zona Norte,Engenho da Rainha,Estrada Adhemar Bebiano,Bin_1,0.022832835587466474
0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,3,80,324000,37,37,1,0,2,1,1,0,0,0,0,0,0,7000,Zona Oeste,Pechincha,Avenida Geremário Dantas,Bin_1,0.060953291339643285
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,62,1680000,125,0,1,1,3,1,1,0,0,0,0,0,0,15600,Zona Sul,Lagoa,Avenida Epitácio Pessoa,Bin_1,0.41717480647745336
0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,3,56,399000,58,72,1,1,2,1,0,0,0,0,0,0,0,0,Zona Oeste,Jacarepaguá,Rua Alcides Lima,Bin_1,0.07165511917158929
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,34,215000,50,50,1,0,2,0,0,0,0,0,0,0,0,2915,Zona Norte,Encantado,Rua Primo Teixeira,Bin_1,0.03703299389512654
1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,3,93,699000,89,89,1,1,2,1,1,0,0,0,0,0,0,0,Zona Oeste,Recreio dos Bandeirantes,Rua Teixeira Heizer,Bin_1,0.1302792138408471
0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,2,37,280000,89,0,1,0,1,1,0,0,0,0,0,0,0,7200,Zona Norte,Engenho de Dentro,Rua Fernão Cardim,Bin_1,0.0661831378464547
1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,2,112,765000,66,66,1,1,2,0,0,0,0,0,0,0,0,12201,Zona Norte,Tijuca,Rua São Francisco Xavier,Bin_1,0.1187543019625759
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,36,130000,45,45,1,0,2,0,0,0,0,0,0,0,0,4441,Zona Norte,Engenho da Rainha,Estrada Adhemar Bebiano,Bin_1,0.022832835587466474
1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,2,113,680000,179,0,1,2,3,0,1,0,0,0,0,0,0,1734,Zona Norte,Todos os Santos,Rua José Bonifácio,Bin_1,0.16919414416861317
1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,37,215000,46,46,1,0,2,0,0,0,0,0,0,0,0,6468,Zona Norte,Engenho de Dentro,Rua Borja Reis,Bin_1,0.03568040076796983
0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,3,19,165000,48,0,1,0,2,0,0,0,0,0,0,0,0,5469,Zona Oeste,Campo Grande,Avenida Cesário de Melo,Bin_1,0.028900634995867917
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,93,719910,121,121,2,1,3,0,0,0,0,0,0,0,0,13,Zona Oeste,Recreio dos Bandeirantes,Rua Gelse Paciello da Motta,Bin_1,0.15467414454468342
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,39,700000,77,77,0,0,2,0,0,0,0,0,0,0,0,11446,Zona Sul,Flamengo,Rua São Salvador,Bin_1,0.14432158474179507
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,120,215000,86,86,1,0,2,0,0,0,0,0,0,0,0,4932,Zona Norte,Vaz Lobo,Rua Vaz Lobo,Bin_1,0.05391854736604587
0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,34,235000,46,46,1,0,2,1,0,0,0,0,0,0,0,5821,Zona Norte,Encantado,Rua Joaquim Martins,Bin_1,0.03849757852555397
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,4,43,680000,80,80,1,0,2,1,0,0,0,0,0,0,0,10384,Zona Sul,Glória,Rua Cândido Mendes,Bin_1,0.14743480636793688
1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,2,123,254000,61,61,1,1,2,1,1,0,0,0,0,0,0,10235,Zona Norte,Vila Isabel,Rua Senador Nabuco,Bin_1,0.05220564388206052
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,19,159000,45,45,1,0,2,0,0,0,0,0,0,0,0,3300,Zona Oeste,Campo Grande,Avenida Mergulhão,Bin_1,0.02533365786801606
1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,3,110,320000,58,10,1,1,2,1,0,0,0,0,0,0,0,8790,Zona Oeste,Taquara,Rua Mapendi,Bin_1,0.07111207508126136
0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,3,93,476895,67,67,1,1,3,1,0,1,0,0,0,0,0,0,Zona Oeste,Recreio dos Bandeirantes,Rua Luiz Carlos Sarolli,Bin_1,0.10359615960472929
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,36,130000,45,45,1,0,2,0,0,0,0,0,0,0,0,4441,Zona Norte,Engenho da Rainha,Estrada Adhemar Bebiano,Bin_1,0.022832835587466474
0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,3,80,324000,37,37,1,0,2,1,1,0,0,0,0,0,0,7000,Zona Oeste,Pechincha,Avenida Geremário Dantas,Bin_1,0.060953291339643285
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,62,1680000,125,0,1,1,3,1,1,0,0,0,0,0,0,15600,Zona Sul,Lagoa,Avenida Epitácio Pessoa,Bin_1,0.41717480647745336
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,39,700000,77,77,0,0,2,0,0,0,0,0,0,0,0,11446,Zona Sul,Flamengo,Rua São Salvador,Bin_1,0.14432158474179507
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,120,215000,86,86,1,0,2,0,0,0,0,0,0,0,0,4932,Zona Norte,Vaz Lobo,Rua Vaz Lobo,Bin_1,0.05391854736604587
0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,34,235000,46,46,1,0,2,1,0,0,0,0,0,0,0,5821,Zona Norte,Encantado,Rua Joaquim Martins,Bin_1,0.03849757852555397
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,4,43,680000,80,80,1,0,2,1,0,0,0,0,0,0,0,10384,Zona Sul,Glória,Rua Cândido Mendes,Bin_1,0.14743480636793688
1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,2,123,254000,61,61,1,1,2,1,1,0,0,0,0,0,0,10235,Zona Norte,Vila Isabel,Rua Senador Nabuco,Bin_1,0.05220564388206052
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,19,159000,45,45,1,0,2,0,0,0,0,0,0,0,0,3300,Zona Oeste,Campo Grande,Avenida Mergulhão,Bin_1,0.02533365786801606
1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,3,110,320000,58,10,1,1,2,1,0,0,0,0,0,0,0,8790,Zona Oeste,Taquara,Rua Mapendi,Bin_1,0.07111207508126136
0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,3,93,476895,67,67,1,1,3,1,0,1,0,0,0,0,0,0,Zona Oeste,Recreio dos Bandeirantes,Rua Luiz Carlos Sarolli,Bin_1,0.10359615960472929
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,36,130000,45,45,1,0,2,0,0,0,0,0,0,0,0,4441,Zona Norte,Engenho da Rainha,Estrada Adhemar Bebiano,Bin_1,0.022832835587466474
0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,3,80,324000,37,37,1,0,2,1,1,0,0,0,0,0,0,7000,Zona Oeste,Pechincha,Avenida Geremário Dantas,Bin_1,0.060953291339643285
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,62,1680000,125,0,1,1,3,1,1,0,0,0,0,0,0,15600,Zona Sul,Lagoa,Avenida Epitácio Pessoa,Bin_1,0.41717480647745336
0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,3,56,399000,58,72,1,1,2,1,0,0,0,0,0,0,0,0,Zona Oeste,Jacarepaguá,Rua Alcides Lima,Bin_1,0.07165511917158929
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,34,215000,50,50,1,0,2,0,0,0,0,0,0,0,0,2915,Zona Norte,Encantado,Rua Primo Teixeira,Bin_1,0.03703299389512654
1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,3,93,699000,89,89,1,1,2,1,1,0,0,0,0,0,0,0,Zona Oeste,Recreio dos Bandeirantes,Rua Teixeira Heizer,Bin_1,0.1302792138408471
0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,2,37,280000,89,0,1,0,1,1,0,0,0,0,0,0,0,7200,Zona Norte,Engenho de Dentro,Rua Fernão Cardim,Bin_1,0.0661831378464547
1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,2,112,765000,66,66,1,1,2,0,0,0,0,0,0,0,0,12201,Zona Norte,Tijuca,Rua São Francisco Xavier,Bin_1,0.1187543019625759
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,36,130000,45,45,1,0,2,0,0,0,0,0,0,0,0,4441,Zona Norte,Engenho da Rainha,Estrada Adhemar Bebiano,Bin_1,0.022832835587466474
1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,2,113,680000,179,0,1,2,3,0,1,0,0,0,0,0,0,1734,Zona Norte,Todos os Santos,Rua José Bonifácio,Bin_1,0.16919414416861317
1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,37,215000,46,46,1,0,2,0,0,0,0,0,0,0,0,6468,Zona Norte,Engenho de Dentro,Rua Borja Reis,Bin_1,0.03568040076796983
0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,3,19,165000,48,0,1,0,2,0,0,0,0,0,0,0,0,5469,Zona Oeste,Campo Grande,Avenida Cesário de Melo,Bin_1,0.028900634995867917
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,93,719910,121,121,2,1,3,0,0,0,0,0,0,0,0,13,Zona Oeste,Recreio dos Bandeirantes,Rua Gelse Paciello da Motta,Bin_1,0.15467414454468342
0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,3,41,405000,70,70,1,1,2,1,1,0,0,0,0,0,0,10683,Zona Oeste,Freguesia (Jacarepaguá),Estrada do Guanumbi,Bin_1,0.08278106762956565
0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,3,9,1650000,107,0,2,2,2,1,0,1,0,0,0,0,0,47000,Zona Oeste,Barra da Tijuca,Avenida Lúcio Costa,Bin_1,0.3942639810505084
0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,3,19,165000,48,0,1,0,2,0,0,0,0,0,0,0,0,5469,Zona Oeste,Campo Grande,Avenida Cesário de Melo,Bin_1,0.028900634995867917
1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,3,92,175000,47,47,1,0,2,0,1,0,0,0,0,0,0,2342,Zona Oeste,Realengo,Rua Hélio do Amaral,Bin_1,0.02894434996260191
0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,3,56,399000,57,57,1,1,2,0,0,0,0,0,0,0,0,1443,Zona Oeste,Jacarepaguá,Rua Alcides Lima,Bin_1,0.07165511917158929
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,19,159000,45,45,1,0,2,0,0,0,0,0,0,0,0,3300,Zona Oeste,Campo Grande,Avenida Mergulhão,Bin_1,0.02533365786801606
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,24,260000,43,0,0,1,1,1,0,0,0,0,0,0,0,7140,Zona Central,Centro,Rua Riachuelo,Bin_1,0.05413749811490047
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,18,235000,87,87,1,1,2,1,1,0,0,0,0,0,0,4021,Zona Norte,Campinho,Rua Ana Teles,Bin_1,0.057728347756323205
1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,2,113,680000,179,0,1,2,3,0,1,0,0,0,0,0,0,1734,Zona Norte,Todos os Santos,Rua José Bonifácio,Bin_1,0.16919414416861317
1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,37,215000,46,46,1,0,2,0,0,0,0,0,0,0,0,6468,Zona Norte,Engenho de Dentro,Rua Borja Reis,Bin_1,0.03568040076796983
0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,3,93,530000,73,73,1,1,2,1,1,0,0,0,1,0,0,18000,Zona Oeste,Recreio dos Bandeirantes,Avenida das Américas,Bin_1,0.22816842275860463
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,24,208000,45,45,0,1,1,1,0,0,0,0,0,0,0,0,Zona Central,Centro,Rua Ubaldino do Amaral,Bin_1,0.041990677196926424
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,93,719910,121,121,2,1,3,0,0,0,0,0,0,0,0,13,Zona Oeste,Recreio dos Bandeirantes,Rua Gelse Paciello da Motta,Bin_1,0.15467414454468342
0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,37,230000,46,48,1,0,2,0,0,0,0,0,0,0,0,6601,Zona Norte,Engenho de Dentro,Rua Borja Reis,Bin_1,0.03568040076796983
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,84,140000,55,55,0,0,2,0,1,0,0,0,0,0,0,2400,Zona Norte,Pilares,Rua Álvaro Miranda,Bin_1,0.02685037001132389
0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,2,37,280000,89,0,1,0,1,1,0,0,0,0,0,0,0,7200,Zona Norte,Engenho de Dentro,Rua Fernão Cardim,Bin_1,0.0661831378464547
0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,3,41,405000,70,70,1,1,2,1,1,0,0,0,0,0,0,10683,Zona Oeste,Freguesia (Jacarepaguá),Estrada do Guanumbi,Bin_1,0.08278106762956565
0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,110,249830,52,52,1,1,2,1,0,0,0,0,0,0,0,5900,Zona Oeste,Taquara,Estrada Meringuava,Bin_1,0.04635046548587944
